CNPJ,cliente,UF,cidade,bairro
13405890000163,THOMESKAMP HORTIFRUTI LTDA ME,RJ,CAMPOS DOS GOYTACAZES,PARUQE JOAO MARIA
07577743000178,RANGEL E HENRIQUES COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,CAMPOS DOS GOYTACAZES,PQE CORRIENTES
00803210000118,MARCELAO INDUSTRIA E COMERCIO DE CEREAIS LTDA,RJ,CASIMIRO DE ABREU,CENTRO
08109307000137,SANFRA COMERCIO E DISTRIBUIDORA LTDA,RJ,CASIMIRO DE ABREU,CENTRO
27833615002018,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,CASIMIRO DE ABREU,CENTRO
08145755000196,RODRIGUES E FELIX COMERCIO DE CEREAIS LTDA EPP.,RJ,CONCEICAO DE MACABU,CENTRO
01190829000167,SUPERMERCADO CALIL DE CONCEICAO DE MACABU LTDA.,RJ,CONCEICAO DE MACABU,PARAISO
01190829000248,SUPERMERCADO CALIL DE CONCEICAO DE MACABU LTDA,RJ,CONCEICAO DE MACABU,VILA SAO JOSE
12803217000119,MERCEARIA CENTRAL DO AMAPA LTDA - ME,RJ,DUQUE DE CAXIAS,AMAPA
24478068000149,ACOUGUE E MERCEARIA BIFAO 2016 EIRELI,RJ,DUQUE DE CAXIAS,CAMPOS ELISEOS
36460970000389,LUANE DO PARQUE COLUMBIA MERCADO LTDA,RJ,DUQUE DE CAXIAS,CHACARAS ARCAMPO
11345696000104,ACOUGUE & AVIARIO REBECA OLIVEIRA LTDA ME,RJ,DUQUE DE CAXIAS,ILA SANTA CRUZ
05494918000158,MATA ATLANTICA MERCADO LTDA - EPP.,RJ,DUQUE DE CAXIAS,IMBARIE
21786968000165,MERCADO POPULAR DO JARDIM ANHANGA EIRELI,RJ,DUQUE DE CAXIAS,JARDIM ANHANGA
20657396000151,MERCADO CASTANHA LTDA,RJ,DUQUE DE CAXIAS,JARDIM BALNEARIO ANA CLARA
33009911025395,SOUZA CRUZ LTDA,RJ,DUQUE DE CAXIAS,JARDIM GRAMACHO
27742988000200,SUPERMERCADOS TAKY EIRELI,RJ,DUQUE DE CAXIAS,JARDIM GRAMACHO
09612750000199,PADARIA E MERCEARIA G&J LTDA - M,RJ,DUQUE DE CAXIAS,JARDIM IMBARIE
08055326000128,FILE DE JARDIM PRIMAVERA MERCEARIA LTDA,RJ,DUQUE DE CAXIAS,JARDIM PRIMAVERA/CAMPOS ELISEOS
13459058000140,MERCEARIA ESTRELA DA PRIMAVERA LTDA EPP,RJ,DUQUE DE CAXIAS,JARDIM SANTANA DO PILAR
20712456000191,CITY CARNES 25 DE AGOSTO MERCEARIA E LANCHONETE LTDA EPP,RJ,DUQUE DE CAXIAS,JARDIM VINTE E CINCO DE AGOSTO
28094587000164,MINIMERCADO TEM TUDO SABARA LTDA,RJ,DUQUE DE CAXIAS,JARFIM PRIMAVERA
00334392000206,MERCADO REAL DE NOVA CAMPINAS LTDA - ME,RJ,DUQUE DE CAXIAS,NOVA CAMPINAS
01829249000177,CEREAIS MARREQUINHO DE NOVA CAMPINAS LTDA.,RJ,DUQUE DE CAXIAS,NOVA CAMPINAS
12148067000157,MERCADO PADRAO NOVA PARADA LTDA.,RJ,DUQUE DE CAXIAS,PARADA ANGELICA
08681707000112,MINI MERCADO TRADICAO DA PAULISTA LTDA ME.,RJ,DUQUE DE CAXIAS,PARQUE PAULISTA
08353768000150,MERCADO PARAISO DE XEREM LTDA,RJ,DUQUE DE CAXIAS,PARQUE XEREM
28834151000164,MERCADO TANGERINA LTDA,RJ,DUQUE DE CAXIAS,QUITATIVA
74048224000100,MERCADO NERIAH LTDA - ME,RJ,DUQUE DE CAXIAS,VILA MARIA HELENA
22597158000123,CITY CARNES SANTA CRUZ DA SERRA MERCEARIA E LANCHONETE LTDA.,RJ,DUQUE DE CAXIAS,VILA SANTA CRUZ
05131160000193,MINI-MERCADO VILA URASSAI EIRELI,RJ,DUQUE DE CAXIAS,VILA URUSSAI
14595187000128,MERCEARIA BELA VISTA DE XEREM LTDA ME,RJ,DUQUE DE CAXIAS,XEREM
05584565000187,MERCEARIA E BAZAR ROCHA DE XEREM LTDA - ME.,RJ,DUQUE DE CAXIAS,XEREM
07142743000145,LATICINIOS ALVES GOMES LTDA ME,RJ,GUAPIMIRIM,BARREIRA
08450282000483,DISTRIBUIDORA DE PRODUTOS ASA BRANCA LTDA.,RJ,GUAPIMIRIM,CENTRO
29768702000444,VERONE DISTRIBUIDORA LTDA - EPP,RJ,GUAPIMIRIM,PAIOL
29768702000525,VERONE DISTRIBUIDORA LTDA - EPP,RJ,GUAPIMIRIM,PARADA MODELO
11761060000224,FIDELIS DISTRIBUIDORA DE PRODUTOS ALIMENT LTDA.,RJ,IGUABA GRANDE,ARRASTAO
05234808000157,IGUABA COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,IGUABA GRANDE,CENTRO
27833615003090,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,IGUABA GRANDE,CENTRO
11631749000153,ARTHUR D MELLO SUPERMERCADO LTDA.,RJ,IGUABA GRANDE,CENTRO
23352716000153,NL FONTES DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,RJ,IGUABA GRANDE,CIDADE NOVA
11569109000160,SUPERMERCADO DESCONTAO LTDA,RJ,ITABORAI,AMPLIACAO
13326451000165,NOVO MERCADO CANTELMO 2012 LTDA,RJ,ITABORAI,AMPLIACAO
12502505000133,MILLENIUM SUPERMERCADOS LTDA ME,RJ,ITABORAI,AMPLIACAO
13326139000171,MERCEARIA NOVA ITABORAI LTDA,RJ,ITABORAI,AMPLIACAO
22723307000153,W R NETOS ACOUGUE E MERCEARIA LTDA,RJ,ITABORAI,APOLO II
18404652000157,MOURA E MORAIS COMERCIO DE ALIMENTOS LTDA,RJ,ITABORAI,CENTRO
26425468000383,MGF ATACAREJO LTDA,RJ,ITABORAI,CENTRO
10438370000240,COMPRE MAIS AUTO SERVICO LTDA,RJ,ITABORAI,CENTRO
23571715000108,C & R SUPERMERCADO ITABORAI LTDA EPP,RJ,ITABORAI,CENTRO
10438370001130,COMPRE MAIS AUTO SERVICO LTDA,RJ,ITABORAI,ITABORAI
10438370000401,COMPRE MAIS AUTO SERVICO LTDA,RJ,ITABORAI,JARDIM FLORESTA MANILHA
20402775000109,A V S DE ITABORAI MERCEARIA EIRELI - ME.,RJ,ITABORAI,JOAO CAETANO (ITAMBI)
13126932000208,MANAUS 1183 MERCEARIA LTDA EPP FILIAL,RJ,ITABORAI,MANILHA
22807060000153,C O L RIO MERCADO EIRELI.,RJ,ITABORAI,NOVA CIDADE
26434777000158,TUTY BONY COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - EPP,RJ,ITABORAI,OUTEIRO DAS PEDRAS
01006952000185,MERCADINHO LEICAR LTDA,RJ,ITABORAI,RIO VARZEA
13967018000290,RANGEL COMERCIO ATACADISTA DE GENEROS ALIMENTICIOS LTDA,RJ,ITABORAI,RIO VARZEA
03017244000175,RIO MAR DE ITAGUAI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,RJ,ITAGUAI,BAIRRO DO ENGENHO
19964194000173,COMERCIO DE CARNES E DERIVADOS JCA LTDA.,RJ,ITAGUAI,CENTRO
30245542000195,FRIGORIFICO BEIJA FLOR COM ATAC E VAR DE PROD ALIM LTDA EPP,RJ,ITAGUAI,CENTRO
20467389000278,AR COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.,RJ,ITAOCARA,CAXIAS
03394949000292,NOE G DE SOUZA..,RJ,ITAOCARA,CENTRO
08667022000111,SUPERMERCADO AVISTAO ITAOCARENSE LTDA EPP.,RJ,ITAOCARA,CENTRO
29618089000306,COOPERATIVA AGRO PECUARIA DE ITAOCARA LTDA,RJ,ITAOCARA,CENTRO
32336794001046,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA-.,RJ,ITAOCARA,ESTRADA PORTELA
20467389000197,AR COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,RJ,ITAOCARA,JAGUAREMBE
03394949000101,NOE G DE SOUZA,RJ,ITAOCARA,LARANJAIS
32336794000660,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA..,RJ,ITAPERUNA,AEROPORTO
27828533000112,WOXITON LUIZ M. SIMOES EIRELI-ME,RJ,ITAPERUNA,AEROPORTO
32336794000589,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA ,RJ,ITAPERUNA,CEHAB
32336794000740,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA. ,RJ,ITAPERUNA,CENTRO
08202709000181,J P R COUTINHO MERCEARIA LTDA ME,RJ,ITAPERUNA,CENTRO
32336794000821,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA.-,RJ,ITAPERUNA,CIDADE NOVA
15152313000132,QUALITY 617 DIST C DE CARNES BEBIDAS EIRELI - ME,RJ,ITAPERUNA,MARECHAL CASTELO BRANCO
32336794000155,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA.,RJ,ITAPERUNA,NITEROI
05252826000161,TEIXEIRAO COMERCIAL LTDA.,RJ,ITAPERUNA,NITEROI
32336794000317,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA,RJ,ITAPERUNA,PRES COSTA E SILVA
68726017000164,ITALMENARA COMERCIO DE CEREAIS LTDA,RJ,ITAPERUNA,PRES. COSTA E SILVA
32336794000406,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA-,RJ,ITAPERUNA,VINHOSA
22777133000101,A.D.BRASIL MINIMERCADO LTDA - ME,RJ,JAPERI,NOVA BELEM
35833649000178,MJV OLIVEIRA MERCEARIA E ABATEDOURO ME.,RJ,MACAE,AEROPORTO
13952377000192,R DE JESUS COMERCIO E SERVICOS DE MACAE ME,RJ,MACAE,AJUDA
08472686000206,CAMPOS PAVANI DE MACAE COMERCIO DE ALIMENTOS LTDA,RJ,MACAE,AJUDA DE BAIXO
10481246000186,BLACK GOLD ALIMENTOS LTDA.,RJ,MACAE,ALTO CAJUEIRO
39690284000120,KATIA BACELLAR OLIVE MARINS ME,RJ,MACAE,AROEIRA
35824374000106,SCHUINDT E MACHADO LTDA,RJ,MACAE,AROEIRA
05787892000136,SUPERMERCADO DOIS IRMAOS DA ARUEIRA LTDA EPP,RJ,MACAE,ARUEIRA
11807527000149,ACTS MERCEARIA E PADARIA LTDA.,RJ,MACAE,BALNEARIO LAGOMAR
09722020000140,WOXITON LUIZ MELO SIMOES,RJ,MACAE,BARRA DE MACAE
23329763000186,VIEIRA E VIEIRA SUPERMERCADO LTDA,RJ,MACAE,BARRA DE MACAE
07359966000169,SO OFERTAS SUPERMERCADO LTDA,RJ,MACAE,CENTRO
68641935000190,SACOLAO RAINHA DE HOTIFRUTIGRANJEIROS LTDA,RJ,MACAE,CENTRO
08455029000170,COSTA COMPACTO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - EPP,RJ,MACAE,CENTRO
72392434000195,AVENIDA SERRAMAR LTDA EPP,RJ,MACAE,CORREGO DO OURO
06790215000130,PINHEIRO BRANCO MOTA DISTRIBUIDORA DE ALIMENTOS,RJ,MACAE,COSTA DO SOL
27903872000116,W GOMES DE ALMEIDA HORTIFRUTI E MERCADO - ME,RJ,MACAE,GLORIA
20548393000180,H H MURAYAMA HORTIFRUTI LTDA - EPP,RJ,MACAE,GRANJA DOS CAVALEIROS
13638717000105,MERCADO 01 VITORIA LTDA ME.,RJ,MACAE,GRANJA DOS CAVALEIROS
24402991000105,S VIEIRA E CIA LTDA - ME,RJ,MACAE,IMBURO
19844685000180,JOSE RONALDO DE SOUSA LIMA 02559386160,RJ,MACAE,IMBURO
39707427000160,S FIGUEIRA DA SILVA FILHO DISTRIBUIDORA,RJ,MACAE,JARDIM SOL E MAR
17347555000107,MARCOS E MARCOS SUPERMERCADO LTDA-ME,RJ,MACAE,LAGOA
23896646000102,MJC MERCEARIA E ACOUGUE LTDA EPP,RJ,MACAE,LAGOMAR
07652822000104,R L DE SOUZA ALIMENTOS -ME,RJ,MACAE,LAGOMAR
01235391000196,O LUIZ DE SOUZA,RJ,MACAE,NOVA HOLANDA
32018491000194,ALIMINAS ALIMENTACAO INDUSTRIAL LTDA,RJ,MACAE,NOVO CAVALEIROS
26579272000181,SOUZA E BARREIRA COMERCIO LTDA ME,RJ,MACAE,PARQUE AEROPORTO
26597455000120,HORTIFRUTI SACOLAO ASA LTDA ME,RJ,MACAE,PARQUE AEROPORTO
30666051000118,IRMAOS FRAGOSO E CIA LTDA EPP,RJ,MACAE,PARQUE AEROPORTO
24360959000104,CASTELO RODRIGUES ACO E MERCE EIRELI,RJ,MACAE,PQ AEROPORTO
18869111000102,SUPERMERCADO TALON PEDROSA LTDA.,RJ,MACAE,SAO JOSE DO BARRETO
20815576000114,M L ZIELINSKI LANCHONETE E CONVENIENCIA,RJ,MACAE,SOL E MAR
23844708000124,ALFA SUPERMERCADO - EIRELI,RJ,MACAE,SOL E MAR
36291144000191,JORGE DE OLIVEIRA MARTINS ME,RJ,MACAE,TRAPICHE
25062218000100,MERCEARIA TRAPICHE LTDA - ME,RJ,MACAE,TRAPICHE
04877523000171,LUPAUMAX MERCADO E ACOUGUE LTDA ME,RJ,MACAE,VISCONDE DE ARAUJO
19863306000108,MINI MERCADO MOTIVA LTDA - EPP,RJ,MACAE,VISCONDE DE ARAUJO
26597455000200,HORTIFRUTI SACOLAO ASA LTDA - ME,RJ,MACAE,VISCONDE DE ARAUJO
29768702000100,VERONE DISTRIBUIDORA LTDA - EPP,RJ,MAGE,ANDORINHAS (SANTO ALEIXO)
11177182000197,POP LAR DE MAUA LTDA ME,RJ,MAGE,CENTRO
07879508000150,M M DE FRAGOSO COMESTIVEIS LTDA,RJ,MAGE,FRAGOSO
22666196000190,MERCADO SANTIAGO EIRELI.,RJ,MAGE,GANDE
17216750000106,BOM PRECO DA GUARANI LTDA ME,RJ,MAGE,INHOMIRIM ( PIABETA )
09134912000120,SUPERMERCADO TRIUNFO DE MAGE EIRELI ME,RJ,MAGE,JARDIM SURUI
12027650000100,NOVA OPCAO DE MAUA CEREAIS LTDA.,RJ,MAGE,MAUA
14234958000151,CITY CARNES MERCEARIA E LANCHONETE LTDA - ME,RJ,MAGE,PIABETA
21476954000145,MERCADO MUNDIAL DE MAGE EIRELI,RJ,MAGE,PIABETA (INHOMIRIM)
26494046000106,AURA MERCEARIA EIRELI - ME,RJ,MAGE,PICO (SANTO ALEIXO)
29768702000282,VERONE DISTRIBUIDORA LTDA - EPP,RJ,MAGE,VILA VELHA (SANTO ALEIXO)
16581132000194,LF MERCADO LTDA,RJ,MANGARATIBA,CONCEICAO DE JACAREI
23974342000108,FELIX MERCADO EIRELI,RJ,MANGARATIBA,CONCEICAO DE JACAREI
09567039000160,MERCADO IDEAL DE JACAREI LTDA ME,RJ,MANGARATIBA,CONCEICAO DE JACAREI
17386414000101,JM LISAMAR SUPERMERCADO LTDA,RJ,MANGARATIBA,CONCEICAO DE JACAREI
19966010000104,JD EIRA COMERCIO E TRANSPORTE LTDA.,RJ,MANGARATIBA,EL RANCHITO
19451763000187,ARMAZEM IMPERIAL DE MANGARATIBA LTDA ME,RJ,MANGARATIBA,IBICUI
04600156000164,FONTE DA ESPERANCA DE ITACURUCA COM E SERV EIRELI - ME,RJ,MANGARATIBA,ITACURUCA
19036019000116,SUPERMERCADO FRAUCHES LTDA,RJ,MARICA,ARACATIBA
25154767000287,SUPERMERCADO PHENIX DE PONTA NEGRA EIRELI - EPP,RJ,MARICA,ARACATIBA
27833615001550,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,MARICA,CENTRO
27833615001631,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,MARICA,CENTRO
12593698000185,S R 7 MINIMERCADO LTDA - ME,RJ,MARICA,CORDEIRINHO (PONTA NEGRA)
12526735000213,SUBLIMIS SUPERMERCADO LTDA,RJ,MARICA,GUARAPINA
25154767000104,SUPERMERCADO PHENIX DE PONTA NEGRA EIRELI,RJ,MARICA,GUARAPINA
08995681000187,ALS DE INOA MERCEARIA LTDA,RJ,MARICA,INOA
28769373000140,DELICIAS CANDY ATACADISTA DE ALIMENTOS EIRELI,RJ,MARICA,INOA
26421190000295,LMP ATACAREJO - EIRELI.,RJ,MARICA,INOA
07253907000101,MERCEARIA VIMARKET LTDA,RJ,MARICA,ITAIPUACU
12968606000285,DISTRIBUIDORA COMERCIAL SUMMER LTDA-,RJ,MARICA,ITAIPUACU
12968606000366,DISTRIBUIDORA COMERCIAL SUMMER LTDA.,RJ,MARICA,ITAIPUACU
12968606000102,DISTRIBUIDORA COMERCIAL SUMMER LTDA,RJ,MARICA,ITAIPUACU
19347801000156,SUPERMIX ATACADISTA E VAREJISTA DE GENEROS ALIMENTICIOS LTDA,RJ,MARICA,ITAPEBA
08605654000150,OLA OFERTAS COMERCIO VAREJISTA DE ALIMENTOS LTDA,RJ,MARICA,ITAPEBA
01446960000142,POINT 34 BAZAR E ALIMENTOS LTDA,RJ,MARICA,JARDIM ATLANTICO
11885963000136,OLA OFERTAS MERCEARIA DE MARICA LTDA,RJ,MARICA,PARQUE ELDORADO
17279185000118,GDA FERREIRA MINIMERCADO PONTA NEGRA,RJ,MARICA,PONTA NEGRA
12526735000132,SUBLIMIS SUPERMERCADO LTDA.,RJ,MARICA,SAO JOSE DE IMBASSAI
28782266000152,MERO INDUSTRIA E COMERCIO DE PESCADOS LTDA-ME,RJ,MARICA,SAO JOSE DE IMBASSAI
23891352000180,SMR SUPERMERCADO EIRELI,RJ,MARICA,SAO JOSE DO IMBASSAI
74126707000185,BAR E MERCEARIA MAFAUT'S DE MESQUITA LTDA,RJ,MESQUITA,CENTRO
12141181000155,ELVIS FRED MARTINS DA COSTA - ME,RJ,MESQUITA,CENTRO
01257874000191,QUEM SABE E NOS MERCEARIA E AVIARIO LTDA - ME,RJ,MESQUITA,SANTA TEREZINHA
36472215000152,ACOUGUE E MERCEARIA UNIAO DE MESQUITA LTDA - ME,RJ,MESQUITA,SANTA TEREZINHA
28241123000486,J RAMOS & FILHOS LTDA,RJ,MIRACEMA,CENTRO
32336794000902,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA -,RJ,MIRACEMA,CENTRO
28223386000110,SUPERMERCADO SANSAO LTDA,RJ,NATIVIDADE,LIBERDADE
26765355000165,ACOUGUE E MERCEARIA MEGA BOI DA PRACA 2016 EIRELI - ME,RJ,NILOPOLIS,CENTRO
15637836000179,DISTRIBUIDORA COMERCIAL CEAG LTDA - EPP,RJ,NITEROI,BARRETO
30118426000105,MERCEARIA LONGOS VALES LTDA.,RJ,NITEROI,BARRETO
09483509000107,GRAN MIX MERCEARIA LTDA ME,RJ,NITEROI,BARRETO
23105401000101,SUPERMERCADO MASTER 2015 LTDA,RJ,NITEROI,BARRETO
22773132000199,W BORGES DE AGUIAR MERCADO GARIBALDE,RJ,NITEROI,CARAMUJO
25034941000177,VG MINIMERCADO DOS PESCADOS EIRELI,RJ,NITEROI,CENTRO
07984769000130,MERCADO HEXA E TAL COMERCIO DE ALIMENTOS LTDA ME,RJ,NITEROI,ENGENHOCA
28452026000190,MERCADO 2 AMIGOS EIRELI ME,RJ,NITEROI,ENGENHOCA
30330328000137,MERCADO CENTRAL ARARIBOIA LTDA,RJ,NITEROI,FONSECA
28593597000144,MERCADO DO BAIRRO QUATRO LTDA,RJ,NITEROI,FONSECA
12024521000249,SUPERMERCADO MASTER 2010 LTDA,RJ,NITEROI,FONSECA
14519108000108,SAO BENTO GENEROS ALIMENTICIOS LTDA,RJ,NITEROI,ICARAI
11032392000278,LGE COMERCIO DE GENEROS ALIMENTICIOS LTDA.,RJ,NITEROI,ITAIPU
10438370000592,COMPRE MAIS AUTO SERVICO LTDA,RJ,NITEROI,MARAVISTA ITAIPU
32049702000156,MERCEARIA KNUPP LTDA - ME,RJ,NITEROI,SANTA BARBARA
29773587000153,MERCEARIA MERIDIONAL LTDA.,RJ,NITEROI,SANTA BARBARA
11062927000172,M.M.& FILHOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.,RJ,NITEROI,SANTA ROSA
11032392000197,LGE COMERCIO DE GENEROS ALIMENTICIOS LTDA EPP.,RJ,NITEROI,SAO FRANCISCO
10438370000673,COMPRE MAIS AUTO SERVICO LTDA,RJ,NITEROI,SAPE
18919502000186,REINAR COMERCIO DE ALIMENTOS EIRELI,RJ,NOVA FRIBURGO,CENTRO
13036147000426,MEGAFRIO COMERCIO E INDUSTRIA DE CARNES LTDA - EPP,RJ,NOVA FRIBURGO,CENTRO
07778851000109,VIEIRA REDER COMERCIO DE HORTIFRUTIGRANJEIROS LTDA,RJ,NOVA FRIBURGO,CENTRO
19789326000178,D S PIMENTA PEIXARIA - ME,RJ,NOVA FRIBURGO,CONSELHEIRO PAULINO
10482618000199,A RIBEIRO COIMBRA,RJ,NOVA FRIBURGO,CONSELHEIRO PAULINO
00834279000290,SUPERMERCADOS TIO DONGO LTDA EPP,RJ,NOVA FRIBURGO,CONSELHEIRO PAULINO
00834279000109,SUPERMERCADOS TIO DONGO LTDA EPP,RJ,NOVA FRIBURGO,CONSELHEIRO PAULINO
29215555000132,GERALDO AQUILES OUVERNEY,RJ,NOVA FRIBURGO,LUMIAR
03925746000102,QUEM VEM EM MURY GAMA SUPERMERCADO LTDA.,RJ,NOVA FRIBURGO,MURY
10885723000179,LUCCAS H DOS SANTOS MINIMERCADO EIRELI - EPP,RJ,NOVA FRIBURGO,NOVA SUICA
13036147000183,MEGAFRIO COMERCIO E INDUSTRIA DE CARNES LTDA EPP,RJ,NOVA FRIBURGO,PAYSANDU
16782151000189,SPR COM DE PRODUTOS ALIMENTICIOS EIRELI,RJ,NOVA FRIBURGO,PERISSE
01841072000124,CORNELIA CLAUDIA HENRICHS CORRAL.,RJ,NOVA FRIBURGO,SALINAS
28917877000160,A C H CORRAL - MERCEARIA,RJ,NOVA FRIBURGO,SALINAS
11820069000188,J PINTO COMERCIO DE ALIMENTOS LTDA,RJ,NOVA FRIBURGO,SAO GERALDO
23765450000170,MERCADO BOM PRECO COM VAREJ DE MERC EM GERAL LTDA ME,RJ,NOVA FRIBURGO,TERCEIRO
08242628000105,M. ANTONIO SARAIVA-MERCEARIA E ACOUGUE LTDA,RJ,NOVA FRIBURGO,VARGINHA
22328529000171,MERCADO BRASAO 2014 EIRELI - ME,RJ,NOVA IGUACU,ALTO DA POSSE
31970429000135,MERCEARIA DO SASSARICO LTDA - ME,RJ,NOVA IGUACU,ANDRADE DE ARAUJO
26980890000139,AM DE OLIVEIRA COMERCIO DE CARNES E FRIOS - ME,RJ,NOVA IGUACU,AUSTIN
22965384000110,T. P. MANSUR MERCEARIA - ME,RJ,NOVA IGUACU,CABUCU
17437030000162,E M W ACOUGUE LTDA - ME,RJ,NOVA IGUACU,CABUCU
11924197000171,ACOUGUE CENTRAL DE CABUCU LTDA - ME,RJ,NOVA IGUACU,CABUCU
23507360000180,MJ COMERCIO VAREJISTA ALIMENTOS LTDA - ME,RJ,NOVA IGUACU,CAMPO ALEGRE
21604696000135,M K HORTIFRUTI DE NOVA IGUACU LTDA - ME,RJ,NOVA IGUACU,COMENDADOR SOARES
26301876000161,AD BRASIL ACOUGUE LTDA - ME,RJ,NOVA IGUACU,COMENDADOR SOARES
16787097000164,V.S.F. MERCADO DE VILA DE CAVA EIRELI - ME,RJ,NOVA IGUACU,ENGENHEIRO ROCHA FREIRE
29081029000127,MERCADO ADONAI DO KM 32 LTDA,RJ,NOVA IGUACU,KM 32
04715430000140,ACOUGUE IGUACU DO MARCO DOIS LTDA ME,RJ,NOVA IGUACU,MARCO
05368841000170,MINI MERCADO FORTALEZA DO PARAISO LTDA - EPP,RJ,NOVA IGUACU,PARAISO
17906565000135,CLEONICE MARQUES COSTA MERCEARIA E LANCHONETE LTDA - ME,RJ,NOVA IGUACU,PARAISO
22703079000150,L DOS SANTOS MARTINS AVIARIO,RJ,NOVA IGUACU,ROSA DOS VENTOS
17851326000125,BIFE DE ELITE COMERCIO DE CARNES LTDA - ME,RJ,NOVA IGUACU,VALVERDE
11251254000441,CEREAIS GEHREN COMERCIO DE ALIMENTOS LTDA.,RJ,PETROPOLIS,ALTO DA SERRA
18164044000112,SUPER PRADO COMERCIO DE ALIMENTOS EIRELI-EPP,RJ,PETROPOLIS,CORREAS
39217583000142,CRUZ   GOUVEA & CIA LTDA,RJ,PORCIUNCULA,CENTRO
13445418000154,SUPERMERCADO SAO SEBASTIAO DE PORCIUNCULA LTDA.,RJ,PORCIUNCULA,CENTRO
15403844000150,ACOUGUE VITORIA LTDA - ME,RJ,QUEIMADOS,CENTRO
28891624000165,A A DE AZEVEDO SILVEIRA COMERCIO VAREJISTA DE CARNES,RJ,QUEIMADOS,CENTRO
