CNPJ,cliente,UF,cidade,bairro
13065191000111,RS MERCADO VAREJISTA LTDA - EPP,RJ,QUEIMADOS,CENTRO
28108298000177,311 HAMILTON IMPORTACAO E EXPORTACAO EIRELI - ME,RJ,RIO BONITO,BELA VISTA
40404683000167,MINI MERCADO EBENEZES LTDA ME,RJ,RIO BONITO,BOA ESPERANCA
27654565000149,MERCEARIA DIPLOMATA LTDA.,RJ,RIO BONITO,CENTRO
29070498000140,RT SOLUCOES E SERVICOS LTDA,RJ,RIO BONITO,CENTRO
27857730000160,RB FRUTAS E ALIMENTOS EIRELI,RJ,RIO BONITO,CENTRO
04974643000197,TINOCO E MENDONCA AUTO SERVICO LTDA ME.,RJ,RIO BONITO,CENTRO
26425468000200,MGF ATACAREJO LTDA.,RJ,RIO BONITO,CENTRO
08878246000172,NF-E EMITIDA EM AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL,RJ,RIO DAS OSTRAS,ANCORA
10536093000127,CARVALHO CORREIA MERCADO E ACOUGUE LTDA,RJ,RIO DAS OSTRAS,ANCORA
25367530000101,DISCAPEL RIO DAS OSTRAS LTDA - ME,RJ,RIO DAS OSTRAS,CENTRO
27833615001712,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA ,RJ,RIO DAS OSTRAS,CENTRO
03572400000160,VITORIA REGIA ALIMENTOS LTDA.-,RJ,RIO DAS OSTRAS,CIDADE BEIRA MAR
07414757000170,MERCEARIA FERNANDES DE RIO DAS OSTRAS LTDA,RJ,RIO DAS OSTRAS,CIDADE PRAIANA
25311480000132,CONTROLE COMERCIO DE ALIMENTOS LTDA,RJ,RIO DAS OSTRAS,CIDADE PRAIANA
40169278000101,MINIMERCADO DOIS IRMAOS COSTA AZUL LTDA ME,RJ,RIO DAS OSTRAS,COSTA AZUL
27350851000110,LIMA E TRIGUEIRO COMERCIAL LTDA - ME,RJ,RIO DAS OSTRAS,COSTAZUL
03479374000120,JEOVANI COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,RIO DAS OSTRAS,JARDIM CAMPOMAR
26414785000132,E R GOMES E MENDES MERCEARIA LTDA.,RJ,RIO DAS OSTRAS,JARDIM MARILEA
23887274000140,MERCADO POR DO SOL DE RIO DAS OSTRAS LTDA - EPP,RJ,RIO DAS OSTRAS,JARDIM MARILEA
05565335000170,SALVADOR DOIS IRMAOS MERCEARIA LTDA,RJ,RIO DAS OSTRAS,JARDIM MARILEA
10794037000192,CARLOS VINICIUS BR PAIXAO ME,RJ,RIO DAS OSTRAS,JARDIM MARILEIA
25062554000144,N S MERCADO CARIOCA LTDA - ME,RJ,RIO DAS OSTRAS,JARDIM MIRAMAR
20852670000143,PORTINARI MINI MERCADO CIDADE PRAIANA LTDA - ME,RJ,RIO DAS OSTRAS,JARDIM MIRAMAR
03182724000191,NF-E EMITIDA EM AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL,RJ,RIO DAS OSTRAS,LIBERDADE
39233184000175,R A GENRO MERCEARIA EPP,RJ,RIO DAS OSTRAS,LIBERDADE
04610631000183,MERCADO MAR DO NORTE LTDA ME,RJ,RIO DAS OSTRAS,MAR DO NORTE
23768895000104,REDE TALON SUPERMERCADOS EIRELI.,RJ,RIO DAS OSTRAS,NOVA ESPERANCA
14568548000228,CLASSICOS COMERCIO DE ALIMENTOS LTDA,RJ,RIO DAS OSTRAS,NOVO RIO DAS OSTRAS
03572400000321,VITORIA REGIA ALIMENTOS LTDA,RJ,RIO DAS OSTRAS,PARQUE ZABULAO
24687732000160,MORENO E MONTEIRO MERCEARIA E PANIFICACAO LTDA - ME,RJ,RIO DAS OSTRAS,RECREIO
11670482000103,G B LUZ MERCADO LTDA,RJ,RIO DAS OSTRAS,RES PRAIA ANCORA
03572400000240,VITORIA REGIA ALIMENTOS LTDA,RJ,RIO DAS OSTRAS,VILLAGE RIO DAS OSTRAS
27010495000196,MERCEARIA SERNOR DE ANCHIETA LTDA,RJ,RIO DE JANEIRO,ANCHIETA
22872424000189,R.M. CORREA HORTIFRUTTI ANIL EIRELI - EPP,RJ,RIO DE JANEIRO,ANIL
15116388000168,DIST COLOSSAL COM IMP E EXP ALIM LTDA,RJ,RIO DE JANEIRO,BARRA DA TIJUCA
10572977000137,POSTO DAS PIZZAS EIRELI - ME,RJ,RIO DE JANEIRO,BONSUCESSO
42294744000106,CASA DE AVES NOVA BRASILIA LTDA - EPP,RJ,RIO DE JANEIRO,BONSUCESSO
03647632000130,PRIME SUPERMERCADO EIRELI - ME,RJ,RIO DE JANEIRO,CAMPO GRANDE
15315283000138,HORTI FRUTI ZONA OESTE LTDA ME,RJ,RIO DE JANEIRO,CAMPO GRANDE
16417036000105,MERCEARIA BOAS COMPRAS DA CDD EIRELI ME,RJ,RIO DE JANEIRO,CIDADE DE DEUS
20811236000115,MERCADO MEGA MARKET DO RIO EIRELI - EPP,RJ,RIO DE JANEIRO,COSMOS
29080813000110,MERCADO ADONAI DO ENCANAMENTO LTDA,RJ,RIO DE JANEIRO,COSMOS
42379339000190,RESTAURANTE RANCHO VERDE LTDA,RJ,RIO DE JANEIRO,FREGUESIA
12426762000133,REI DO FEIJAO LTDA ME,RJ,RIO DE JANEIRO,GUARATIBA
29080946000197,MERCADO ADONAI DE INHOAIBA LTDA,RJ,RIO DE JANEIRO,INHOAIBA
19184291000143,MERCADO RENASCER DA CARVALHO RAMOS LTDA,RJ,RIO DE JANEIRO,INHOAIBA/ CAMPO GRANDE
06267972000204,KARAPITO DA BEIRA COMERCIO DE ALIMENTOS LTDA,RJ,RIO DE JANEIRO,IRAJA
13107698000190,RECREIO RIO DISTRIBUIDORA DE ALIMENTOS LTDA,RJ,RIO DE JANEIRO,IRAJA
07384953000140,PORTAL DO EDEN COMERCIAL ALIM LTDA,RJ,RIO DE JANEIRO,IRAJA
27833615000155,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,RIO DE JANEIRO,PENHA CIRCULAR
28044530000150,974 DA LOBO MERCADO EIRELI - ME,RJ,RIO DE JANEIRO,PENHA CIRCULAR
21229586000130,VERO RIO COMERCIO ATACADISTA DE GENEROS ALIMENTICIOS EIRELI,RJ,RIO DE JANEIRO,PENHA CIRCULAR
01015564000160,NISSI COMERCIO E REPRESENTACOES LTDA - ME,RJ,RIO DE JANEIRO,PENHA CIRCULAR
26908846000118,BARONESA PESCADOS LTDA,RJ,RIO DE JANEIRO,PRACA SECA
27764313000172,BAZAR TEM TUDO DO ITARARE EIRELI,RJ,RIO DE JANEIRO,RAMOS
21916948000161,ACOUGUE E MERCEARIA IRMAOS ALARCON LTDA,RJ,RIO DE JANEIRO,RICARDO DE ALBUQUERQUE
21360690000160,HORTIFRUTI CENTRAL DE SANTA CRUZ EIRELI,RJ,RIO DE JANEIRO,SANTA CRUZ
20994900000109,BIG REI COMERCIO DE CARNES E DERIVADOS LTDA - EPP,RJ,RIO DE JANEIRO,SANTA CRUZ
20216760000148,MERCADO BOM PRECO DO SAO VITOR LTDA ME,RJ,RIO DE JANEIRO,SANTISSIMO
05146190000173,MINI MERCADO UBAPORANGA DE SAO CRISTOVAO LTDA ME,RJ,RIO DE JANEIRO,SAO CRISTOVAO
15285120000150,FRUTALHA DA TAQUARA COMERCIO DE FRUTAS LEGUMES LTDA.,RJ,RIO DE JANEIRO,TAQUARA
05273676000415,RJ -REDE QUALLY DE HORTIFRUT LTDA,RJ,RIO DE JANEIRO,TIJUCA
23740305000135,SUPERMERCADO DAMITEX LTDA,RJ,RIO DE JANEIRO,TURIACU
21431906000130,THURLER E COSTA - COMERCIO DE GENEROS ALIMENTICIOS LTDA - ME,RJ,SANTA MARIA MADALENA,PARQUE ITAPORANGA
01023162000108,MERCEARIA CIDADE DAS AGUAS LTDA - ME,RJ,SANTO ANTONIO DE PADUA,CENTRO
07028165000110,CORTES E RAMOS MERCADINHO LTDA. - ME,RJ,SAO FIDELIS,ANGELIM
04904985000130,F C DE ALVARENGA PRODUTOS ALIMENTICIOS LTDA-ME,RJ,SAO FIDELIS,BARAO DE MACAUBAS
31503576000103,B PEREIRA SILVA E SANTOS COM DE PROD ALIM LTDA,RJ,SAO FIDELIS,CENTRO
04904985000211,F C ALVARENGA PRODUTOS ALIMENTICIOS LTDA,RJ,SAO FIDELIS,JONAS ALMEIDA SILVA
32336794001399,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA,RJ,SAO FIDELIS,SAO VICENTE DE PAULO
31503576000286,B PEREIRA SILVA E SANTOS - COM DE PROD ALIM LTDA,RJ,SAO FIDELIS,VILA COROADOS
12949057000110,MIRIAM PAES DOS SANTOS-ME,RJ,SAO FRANCISCO DE ITABAPOANA,CENTRO
07309839000155,ROBSON PINTO MARTINS,RJ,SAO FRANCISCO DE ITABAPOANA,CENTRO
10578244000290,GP INDUSTRIA  SERVICOS E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,ALCANTARA
10578244000533,GP INDUSTRIA  SERVICOS E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,ALCANTARA
10578244000100,GP INDUSTRIA  SERVICOS E COMERCIO DE ALIMENTOS LTDA.,RJ,SAO GONCALO,ALCANTARA
16559614000490,SOBERANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,RJ,SAO GONCALO,ALCANTARA
21585994000125,AR MINIMERCADO DAS CARNES - EIRELI,RJ,SAO GONCALO,AMENDOEIRA
28070379000125,GRM - MINIMERCADO DAS CARNES - EIRELI,RJ,SAO GONCALO,AMENDOEIRA
11699310000162,BOM DEPOSITO MERCADO LTDA - EPP,RJ,SAO GONCALO,ARSENAL
27883929000162,S M CARVALHO MINI MERCADO BOM GOSTO EIRELI - ME,RJ,SAO GONCALO,ARSENAL
10578244000371,GP INDUSTRIA  SERVICOS E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,BARRO VERMELHO
16559614000571,SOBERANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA-,RJ,SAO GONCALO,BARRO VERMELHO
22918167000500,UNIDOS SUPERMERCADOS LTDA.-,RJ,SAO GONCALO,BOA VISTA
11161299000182,UNIDOS 1972 PRODUTOS ALIMENTICIOS LTDA,RJ,SAO GONCALO,BOACU
22918167000683,UNIDOS SUPERMERCADOS LTDA,RJ,SAO GONCALO,BOACU
17875310000152,MERCADO NOROESTE EIRELI.,RJ,SAO GONCALO,BOACU
27603931000130,MERCADO DE TRAILERS DO PORTO DO ROSA LTDA - ME,RJ,SAO GONCALO,BOACU
11447841000168,OK GENEROS ALIMENTICIOS LTDA.,RJ,SAO GONCALO,CAMARAO
25278609000158,HORTIFRUTI NOVA SAFRA DE SAO GONCALO EIRELI - ME,RJ,SAO GONCALO,CENTRO
03494756000122,VIEIRA E CUNHA LTDA ME.,RJ,SAO GONCALO,CENTRO
11801408000189,PASSARELA FOOD LTDA ME,RJ,SAO GONCALO,COLUBANDE
15246756000192,LOBO CEREALISTA LTDA - EPP,RJ,SAO GONCALO,COLUBANDE
25115579000169,MCS DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS EIRELI - ME,RJ,SAO GONCALO,COLUBANDE
13126932000127,MANAUS 1183 MERCEARIA LTDA,RJ,SAO GONCALO,COLUBANDE
28581627000100,SUPERMERCADO PEPAO LTDA.,RJ,SAO GONCALO,COLUBANDE
08882705000191,EMERG S GONCALO COM DIST GEN ALIM LTDA,RJ,SAO GONCALO,COLUBANDE
02833741000189,ZUIL DE NITEROI COMERCIO E DISTRIBUIDORA LTDA - ME,RJ,SAO GONCALO,COLUBANDE
23858485000154,EP MIX SUPERMERCADO EIRELI,RJ,SAO GONCALO,ENGENHO PEQUENO
15655279000119,UNIDOS GB PRODUTOS ALIMENTICIOS LTDA,RJ,SAO GONCALO,GALO BRANCO
22918167000411,UNIDOS SUPERMERCADOS LTDA.,RJ,SAO GONCALO,GALO BRANCO
16559614000148,SOBERANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,GRADIM
07956785000110,MENDES DE ITAUNA COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,ITAUNA
18672533000185,UNIDOS DE ITAUNA PRODUTOS ALIMENTICIOS LTDA,RJ,SAO GONCALO,ITAUNA
22918167000250,UNIDOS SUPERMERCADOS LTDA ,RJ,SAO GONCALO,ITAUNA
22918167000179,UNIDOS SUPERMERCADOS LTDA;,RJ,SAO GONCALO,ITAUNA
22918167000330,UNIDOS SUPERMERCADOS LTDA..,RJ,SAO GONCALO,ITAUNA
07532975000100,D' IGOR MERCEARIA LTDA ME,RJ,SAO GONCALO,JARDIM CATARINA
15541880000180,MERCEARIA 5 ESTRELAS LTDA - EPP,RJ,SAO GONCALO,JARDIM CATARINA
00175479000105,MERCEARIA ECONOMICA W J LTDA,RJ,SAO GONCALO,JARDIM CATARINA
11876791000134,MERCADO JK MACHADO LTDA,RJ,SAO GONCALO,JARDIM CATARINA
22546657000191,MERCEARIA 6 ESTRELAS LTDA.,RJ,SAO GONCALO,JARDIM CATARINA
22536813000133,SUPERMERCADO ECONOMICO JJ - EIRELI,RJ,SAO GONCALO,JARDIM CATARINA
21071655000120,RC ALMEIDA COMERCIO DE ALIMENTOS - EIRELI,RJ,SAO GONCALO,LAGOINHA
10438370000169,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,LARANJAL
10438370000320,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,MIRIAMBI - RAUL VEIGA
13967018000109,RANGEL COMERCIO ATACADISTA DE GENEROS ALIMENTICIOS LTDA.,RJ,SAO GONCALO,MUTONDO
24341188000108,SOBERANA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA.,RJ,SAO GONCALO,MUTONDO
16559614000229,SOBERANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,MUTUA
13673828000152,SUPERMERCADO MASTER 2011 LTDA,RJ,SAO GONCALO,MUTUA
17712968000143,ITAUNA COMERCIO DE CARNES LTDA,RJ,SAO GONCALO,PARAISO
73915597000178,PUBLIX GENEROS ALIMENTICIOS LTDA.,RJ,SAO GONCALO,PARAISO
17465134000180,PLUS CARNES ALIMENTOS LTDA,RJ,SAO GONCALO,PARAISO
10914837000108,SUPERMERCADO PIO BORGES LTDA.,RJ,SAO GONCALO,PITA
26421190000104,LMP ATACAREJO - EIRELI.,RJ,SAO GONCALO,RIO DO OURO
08962090000103,R C COMERCIO DE LATICINIOS E FRIOS PARA TRAILERS LTDA - ME,RJ,SAO GONCALO,SACRAMENTO
05943227000194,FENIX 1426 COMERCIO DE ALIMENTOS LTDA EPP,RJ,SAO GONCALO,SANTA ISABEL
10438370000754,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,SANTA LUZIA
12024521000168,SUPERMERCADO MASTER 2010 LTDA,RJ,SAO GONCALO,SANTA LUZIA
22548712000182,JR DE SOUZA SOUTO MINIMERCADO - ME,RJ,SAO GONCALO,SAO MIGUEL
03306353000102,MT TAVARES COMERCIO VAREJISTA DE ALIMENTOS LTDA,RJ,SAO GONCALO,SETE PONTES
22469760000185,CELEIRO COMERCIO ATACADISTA E VAREJISTA LTDA.,RJ,SAO GONCALO,TRIBOBO
17290317000102,VANCRIS COMERCIO ATACADISTA LTDA - ME.,RJ,SAO GONCALO,TRIBOBO
73915597000259,PUBLIX GENEROS ALIMENTICIOS.,RJ,SAO GONCALO,TRINDADE
13720747000166,MINI MERCADO SOFIA E JULIA LTDA.,RJ,SAO GONCALO,VILA CANDOZA
10438370000916,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,VISTA ALEGRE
10438370001211,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,VISTA ALEGRE
04056522000166,JADERSON DE OLIVEIRA GONCALVES - ME,RJ,SAO JOAO DA BARRA,ATAFONA
39703863000403,NELIO R VIANA FILHO.,RJ,SAO JOAO DA BARRA,BARCELOS
17814749000175,SUPER MASTER LANCHONETE E MERCEARIA EIRELI - ME,RJ,SAO JOAO DA BARRA,CENTRO
02674629000142,MARIA JOSE PEREIRA RIBEIRO TRINDADE - ME,RJ,SAO JOAO DA BARRA,CENTRO
07904735000199,JC DE SOUZA FRANCA,RJ,SAO JOAO DA BARRA,GRUSSAI
15514541000105,MERCADO RELUZ LTDA ME - ME,RJ,SAO JOAO DA BARRA,GRUSSAI
11086038000145,J DOS CHAGAS SILVA CEREAIS,RJ,SAO JOAO DA BARRA,PARQUE DAS FIGUEIRAS
28504271000101,KENIA G.M. DA SILVA - ACOUGUE - ME,RJ,SAO JOAO DE MERITI,AGOSTINHO PORTO
27471387000110,ACOUGUE VITORIA PRIME PRODUTOS ALIMENTICIOS LTDA,RJ,SAO JOAO DE MERITI,CENTRO
01254351000272,R C COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS LTDA - EPP,RJ,SAO JOAO DE MERITI,CENTRO
06890258000359,RCA IMPERIAL COMERCIO DE FRUTAS E LEGUMES LTDA - ME,RJ,SAO JOAO DE MERITI,CENTRO
05956059000171,ACOUGUE FIEL DO BOTANICO EIRELI,RJ,SAO JOAO DE MERITI,JARDIM BOTANICO
27365336000104,R&M CAMPOS ALIMENTOS LTDA - ME,RJ,SAO JOAO DE MERITI,VILAR DOS TELES
27256168000119,ACOUGUE MERCEARIA E ROTISSERIA SAO MIGUEL DO VILAR LTDA,RJ,SAO JOAO DE MERITI,VILAR DOS TELES
05164703000500,BAZAR ECCARD DE SOUZA LTDA,RJ,SAO JOSE DE UBA,CENTRO
26141670000111,FAVO DE MEL DE SAO JOSE LTDA,RJ,SAO JOSE DO VALE DO RIO PRETO,SANTA FE
39191176000103,CASA DE QUEIJOS BALNEARIO S PEDRO ALDEIA LTDA ME,RJ,SAO PEDRO DA ALDEIA,BALNEARIO
03675450000172,PROMESSAS MERCEARIA E ACOUGUE LTDA ME,RJ,SAO PEDRO DA ALDEIA,BALNEARIO
10258474000272,SUPERMERCADO IDEAL DE SAO PEDRO LTDA ME,RJ,SAO PEDRO DA ALDEIA,CAMPO REDONDO
05490561000130,M A J COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,SAO PEDRO DA ALDEIA,CENTRO
24793400000240,VAREJO TOTAL COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,SAO PEDRO DA ALDEIA,CENTRO
15834741000145,VERDE FACIL COMERCIO DE ALIMENTOS LTDA,RJ,SAO PEDRO DA ALDEIA,CENTRO
27909336000128,KE FRUTAS ALIMENTOS SUPERMERCADOS LTDA - ME,RJ,SAO PEDRO DA ALDEIA,CENTRO
39508023000228,TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA,RJ,SAO PEDRO DA ALDEIA,CENTRO
04055101000110,NVS ALIMENTOS LTDA,RJ,SAO PEDRO DA ALDEIA,CENTRO
06978188000123,VENTOS ALISIOS ALIMENTOS LTDA,RJ,SAO PEDRO DA ALDEIA,ESTACAO
21355757000178,P N L ALIMENTOS LTDA.,RJ,SAO PEDRO DA ALDEIA,PORTO DA ALDEIA
13537908000180,MERCADO E PADARIA L M LOUZADA LTDA.,RJ,SAO PEDRO DA ALDEIA,PORTO DO CARRO
12769662000290,DISTRIBUIDORA E COM DE FRIOS CABO FRIO TROPICAL LTDA,RJ,SAO PEDRO DA ALDEIA,SAO JOAO
21408990000171,CJP DAMAZIO HIPERMERCADO ME,RJ,SAPUCAIA,JAMAPARA
06953093000155,M L M COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,SAQUAREMA,BACAXA
25079466000155,SUPERMERCADO QUALI PRECO DA MADRESSILVA EIRELI,RJ,SAQUAREMA,BACAXA
27833615002956,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA--,RJ,SAQUAREMA,BACAXA
08666702000110,SAKA COMERCIO DE ALIMENTOS E SUPERMERCADOS LTDA,RJ,SAQUAREMA,BACAXA
09653290000147,SUPERMERCADO SAO JUDAS TADEU LTDA,RJ,SAQUAREMA,BACAXA
18749311000113,V E J MINIMERCADO PORTO DA ROCA LTDA ME,RJ,SAQUAREMA,BACAXA
07258484000112,COMERCIO DE CEREAIS IZANITA LIMITADA.,RJ,SAQUAREMA,BACAXA
27854094000112,MERCADO PRAIANO LTDA - ME,RJ,SAQUAREMA,BASILEA (SAMPAIO CORREIA)
17339293000139,ATRIOS ALIMENTOS LTDA EPP,RJ,SAQUAREMA,BONSUCESSO
15471879000127,SUPERMERCADO BATISTA 2012 LTDA.,RJ,SAQUAREMA,CENTRO
24261973000142,SUPERMERCADO JACONE EIRELI,RJ,SAQUAREMA,JACONE
17516042000182,MINI MERCADO BOA SORTE DE JACONE LTDA-ME,RJ,SAQUAREMA,JACONE
08912225000126,DOIS B HZM COMERCIO DE ALIMENTOS LTDA ME,RJ,SAQUAREMA,PORTO DA ROCA
21127646000104,MERCADO SAO LUCAS DE PORTO DA ROCA EIRELI,RJ,SAQUAREMA,PORTO DA ROCA
13115975000107,C & R SUPERMERCADO SAMPAIO CORREA LTDA - ME,RJ,SAQUAREMA,SAMPAIO CORREA
27957499000186,SUPER ALIANCA MINIMERCADO LTDA - EPP,RJ,SILVA JARDIM,CAJU
02068929000188,O MIRANDA MENDONCA AUTO SERVICO LTDA,RJ,SILVA JARDIM,CENTRO
07221537000120,LOGISTICA COMERCIAL OITO IRMAOS LTDA,RJ,SILVA JARDIM,IMBAU
11391329000147,AMIGOS DE TANGUA MINIMERCADO LTDA,RJ,TANGUA,CENTRO
29549995000126,COMERCIAL PREFERIDO LTDA,RJ,TANGUA,CENTRO
15322994000130,I B DA SILVA COMERCIO DE ALIMENTOS EIRELI EPP,RJ,TANGUA,CENTRO
11093843000104,MERCADO E ACOUGUE SATELITE LTDA - ME,RJ,TANGUA,DUQUES
07779025000184,P G H BRAGA MERCEARIA,RJ,TERESOPOLIS,BONSUCESSO
36426237000186,MINI MERCADO BOM SUCESSO DE TERESOPOLIS LTDA,RJ,TERESOPOLIS,BONSUCESSO
16554104000269,MERCADO GUTI LTDA - ME,RJ,TERESOPOLIS,BONSUCESSO
18623826000172,ACOUGUE  MERCEARIA E LATICINIOS MEUDON LTDA - ME.,RJ,TERESOPOLIS,MEUDON
05131337000151,MERCADO BELEM DE TERESOPOLIS LTDA.,RJ,TERESOPOLIS,MEUDON
13390177000193,A A M T MERCADO PESSEGUEIROS LTDA ME.,RJ,TERESOPOLIS,PESSEGUEIROS
15549411000108,CASA DO HAMBURGUER DE TERESOPOLIS LTDA ME,RJ,TERESOPOLIS,SAO PEDRO
16554104000188,MERCADO GUTI LTDA ME.,RJ,TERESOPOLIS,SAO PEDRO
14326580000116,NF-E EMITIDA EM AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL,RJ,TERESOPOLIS,VARGEM GRANDE
39508023000813,TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA.,RJ,TERESOPOLIS,VARZEA
07539322000233,GREEN FRUIT NOVO MILENIO HORTIFRUTIGRANJEIROS LTDA,RJ,TERESOPOLIS,VARZEA
23387618000151,TERE FRUIT HORTIFRUTIGRANJEIROS LTDA ME,RJ,TERESOPOLIS,VARZEA
11836085000169,CASA DO QUEIJO DA RETA LTDA - EPP,RJ,TERESOPOLIS,VARZEA
06323540000192,SUPERMERCADO TRAJANENSE LTDA - ME,RJ,TRAJANO DE MORAIS,CENTRO
36570216000130,SUPERMERCADO BETO CEREAIS DE VARRE - SAI LTDA,RJ,VARRE-SAI,CENTRO
05426493000220,POLICO COMERCIAL DE ALIMENTOS LTDA,SC,NAVEGANTES,MACHADOS
16669198000130,BS STASSI VENDAS ME,SP,ARACARIGUAMA,RONDA
04007859000183,WS DA SILVA PLASTICOS EIRELI,SP,BARUERI,CHACARA MARCO
08722117000190,BRAZILCOA COMERCIO E SERVICOS DE PRODUTOS ALIMENTICIOS LTDA,SP,INDAIATUBA,DIST IND AMERICAN PARK
13396399000113,EMPORIUM IMPORTADORA E DIST DE ALIMENTOS LTDA,SP,ITAPECERICA DA SERRA,VILA GENI
62379037000391,IND DE PRODS ALIMS MAVALERIO LTDA,SP,ITATIBA,DO PINHAL
69018190000170,J H M MAQUINAS LTDA ME,SP,MOGI DAS CRUZES,ESTRADA DA CAPELINHA
17010487000196,GNC INOX,SP,SAO JOSE DO RIO PRETO,M I CENTENARIO DA EMANCIPACAO
07612579000273,JTC DISTRIBUIDORA LTDA,SP,SAO PAULO,BRAS
04445927000196,RMOURA COMERCIO DE CEREAIS LTDA,SP,SAO PAULO,BRAS
12360891000176,COLOSSAL SAO PAULO COM IMP EXP ALIM LTDA,SP,SAO PAULO,IPIRANGA
05426493000140,POLICO COMERCIAL DE ALIMENTOS LTDA,SP,SAO PAULO,VILA BUTANTA
17682396000105,FS CAVALARI DE SOUZA MAQUINAS AUT.,SP,SAO PAULO,VILA MARIANA
