CNPJ,preco,cliente,UF,cidade,bairro
28882587000129,15921.090000000002,MERCEARIA VIDAL LTDA.,RJ,CACHOEIRAS DE MACACU,JAPUIBA
19426440000133,16142.709999999992,R SILVA MINIMERCADO EIRELLI,RJ,ARMACAO DOS BUZIOS,RASA
26164948000176,16218.030000000004,BARCELLOS E SANTOS COMERCIO DE PRODUTOS ALIMENTICIO EIRELI,RJ,ARRAIAL DO CABO,FIGUEIRA
32336794000821,16228.140000000009,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA.-,RJ,ITAPERUNA,CIDADE NOVA
22918167000330,16317.620000000012,UNIDOS SUPERMERCADOS LTDA..,RJ,SAO GONCALO,ITAUNA
19036019000116,16513.880000000016,SUPERMERCADO FRAUCHES LTDA,RJ,MARICA,ARACATIBA
12526735000132,16539.18000000002,SUBLIMIS SUPERMERCADO LTDA.,RJ,MARICA,SAO JOSE DE IMBASSAI
9567039000160,16707.60000000002,MERCADO IDEAL DE JACAREI LTDA ME,RJ,MANGARATIBA,CONCEICAO DE JACAREI
5273676000415,17250.750000000025,RJ -REDE QUALLY DE HORTIFRUT LTDA,RJ,RIO DE JANEIRO,TIJUCA
22469760000185,17252.25000000002,CELEIRO COMERCIO ATACADISTA E VAREJISTA LTDA.,RJ,SAO GONCALO,TRIBOBO
8689466000239,17343.320000000018,CASA BARROS ALIMENTOS EIRELI,RJ,CABO FRIO,JARDIM ESPERANCA
17516042000182,17468.940000000006,MINI MERCADO BOA SORTE DE JACONE LTDA-ME,RJ,SAQUAREMA,JACONE
28076453000110,17533.400000000012,MERCADO PLANALTO DO BOM PASTOR LTDA ME - ME,RJ,BELFORD ROXO,BOM PASTOR
6978188000123,17538.060000000012,VENTOS ALISIOS ALIMENTOS LTDA,RJ,SAO PEDRO DA ALDEIA,ESTACAO
30245542000195,17601.550000000003,FRIGORIFICO BEIJA FLOR COM ATAC E VAR DE PROD ALIM LTDA EPP,RJ,ITAGUAI,CENTRO
20216760000148,17697.809999999987,MERCADO BOM PRECO DO SAO VITOR LTDA ME,RJ,RIO DE JANEIRO,SANTISSIMO
8202709000181,17722.269999999997,J P R COUTINHO MERCEARIA LTDA ME,RJ,ITAPERUNA,CENTRO
11161299000182,17793.9,UNIDOS 1972 PRODUTOS ALIMENTICIOS LTDA,RJ,SAO GONCALO,BOACU
7414757000170,17881.399999999994,MERCEARIA FERNANDES DE RIO DAS OSTRAS LTDA,RJ,RIO DAS OSTRAS,CIDADE PRAIANA
17290317000102,17959.479999999996,VANCRIS COMERCIO ATACADISTA LTDA - ME.,RJ,SAO GONCALO,TRIBOBO
3542276000190,18243.63999999998,CELMAPEL COMERCIO DE EMBALAGENS LTDA ME,RJ,ARARUAMA,CENTRO
7715453000224,18285.729999999996,ELIONALDO DO GOULART DAS NEVES EPP,ES,SERRA,NOVA ALMEIDA CENTRO
5898316000166,18343.210000000003,COMERCIAL NIVEM LTDA ME.,ES,COLATINA,HONORARIO
17875310000152,18467.41999999999,MERCADO NOROESTE EIRELI.,RJ,SAO GONCALO,BOACU
29215555000132,18827.270000000026,GERALDO AQUILES OUVERNEY,RJ,NOVA FRIBURGO,LUMIAR
10481246000186,18876.540000000008,BLACK GOLD ALIMENTOS LTDA.,RJ,MACAE,ALTO CAJUEIRO
7779025000184,19197.170000000013,P G H BRAGA MERCEARIA,RJ,TERESOPOLIS,BONSUCESSO
16559614000229,19279.719999999998,SOBERANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,MUTUA
18183953000106,19418.040000000026,MERCADAO DOS QUIOSQUES LTDA-ME,RJ,ARARUAMA,PARATY
29773587000153,19523.479999999996,MERCEARIA MERIDIONAL LTDA.,RJ,NITEROI,SANTA BARBARA
39703863000403,19593.340000000015,NELIO R VIANA FILHO.,RJ,SAO JOAO DA BARRA,BARCELOS
10482618000199,19647.839999999997,A RIBEIRO COIMBRA,RJ,NOVA FRIBURGO,CONSELHEIRO PAULINO
5426493000220,19950.0,POLICO COMERCIAL DE ALIMENTOS LTDA,SC,NAVEGANTES,MACHADOS
20548393000180,20035.09999999999,H H MURAYAMA HORTIFRUTI LTDA - EPP,RJ,MACAE,GRANJA DOS CAVALEIROS
12526735000213,20222.700000000004,SUBLIMIS SUPERMERCADO LTDA,RJ,MARICA,GUARAPINA
7221537000120,20227.070000000007,LOGISTICA COMERCIAL OITO IRMAOS LTDA,RJ,SILVA JARDIM,IMBAU
4877523000171,20260.49000000001,LUPAUMAX MERCADO E ACOUGUE LTDA ME,RJ,MACAE,VISCONDE DE ARAUJO
14519108000108,20517.24000000002,SAO BENTO GENEROS ALIMENTICIOS LTDA,RJ,NITEROI,ICARAI
69018190000170,21500.0,J H M MAQUINAS LTDA ME,SP,MOGI DAS CRUZES,ESTRADA DA CAPELINHA
28843225000129,21569.829999999994,SUPERMERCADO IRMAOS LTDA,RJ,CABO FRIO,SAO CRISTOVAO
5787892000136,21585.389999999978,SUPERMERCADO DOIS IRMAOS DA ARUEIRA LTDA EPP,RJ,MACAE,ARUEIRA
32336794000589,21822.189999999984,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA ,RJ,ITAPERUNA,CEHAB
16559614000571,21828.25999999999,SOBERANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA-,RJ,SAO GONCALO,BARRO VERMELHO
5943227000194,21947.930000000008,FENIX 1426 COMERCIO DE ALIMENTOS LTDA EPP,RJ,SAO GONCALO,SANTA ISABEL
32336794000406,22604.490000000005,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA-,RJ,ITAPERUNA,VINHOSA
13967018000290,22735.550000000017,RANGEL COMERCIO ATACADISTA DE GENEROS ALIMENTICIOS LTDA,RJ,ITABORAI,RIO VARZEA
32336794000660,23058.269999999986,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA..,RJ,ITAPERUNA,AEROPORTO
32120263000120,23174.199999999975,ARMAZEM DEFANTI E VELASCO LTDA ME,RJ,CAMBUCI,CENTRO
9432668000182,23179.150000000016,TALINSK DE MELLO COM DE CEREAIS LTDA ME.,RJ,ARARUAMA,OUTEIRO
24261973000142,23208.880000000077,SUPERMERCADO JACONE EIRELI,RJ,SAQUAREMA,JACONE
22723307000153,23339.459999999995,W R NETOS ACOUGUE E MERCEARIA LTDA,RJ,ITABORAI,APOLO II
29113842000131,24096.280000000002,ORGANIZACOES BORGES LTDA,RJ,BOM JESUS DO ITABAPOANA,CENTRO
11631749000234,24327.34,ARTHUR D'MELLO SUPERMERCADO LTDA,RJ,ARARUAMA,OUTEIRO
29113842000646,24689.84999999998,ORGANIZACOES BORGES LTDA.,RJ,BOM JESUS DO ITABAPOANA,LIA MARCIA
16559614000490,25087.85000000001,SOBERANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,RJ,SAO GONCALO,ALCANTARA
13065191000111,25559.020000000022,RS MERCADO VAREJISTA LTDA - EPP,RJ,QUEIMADOS,CENTRO
23887274000140,25566.680000000044,MERCADO POR DO SOL DE RIO DAS OSTRAS LTDA - EPP,RJ,RIO DAS OSTRAS,JARDIM MARILEA
32336794001208,25878.839999999982,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA,RJ,BOM JESUS DO ITABAPOANA,PIMENTEL MARQUES
8667022000111,26187.18000000002,SUPERMERCADO AVISTAO ITAOCARENSE LTDA EPP.,RJ,ITAOCARA,CENTRO
32336794000902,27253.959999999992,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA -,RJ,MIRACEMA,CENTRO
39707427000160,27323.570000000018,S FIGUEIRA DA SILVA FILHO DISTRIBUIDORA,RJ,MACAE,JARDIM SOL E MAR
32336794000155,27465.10999999998,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA.,RJ,ITAPERUNA,NITEROI
7070684000228,27557.460000000017,LEPAGUS COMERCIO DE CEREAIS LTDA.,MG,MURIAE,CENTRO
28861978000167,27996.650000000023,CMS MERCADO DAS FRUTAS E LEGUMES LTDA - EPP,RJ,CABO FRIO,VILA NOVA
32336794001046,28955.429999999982,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA-.,RJ,ITAOCARA,ESTRADA PORTELA
32336794000740,29724.059999999987,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA. ,RJ,ITAPERUNA,CENTRO
2068929000188,30302.08000000001,O MIRANDA MENDONCA AUTO SERVICO LTDA,RJ,SILVA JARDIM,CENTRO
8145755000196,30405.05,RODRIGUES E FELIX COMERCIO DE CEREAIS LTDA EPP.,RJ,CONCEICAO DE MACABU,CENTRO
19137307000167,30731.600000000006,MINI MERCADO DIANO EIRELI,RJ,ARMACAO DOS BUZIOS,ALTO DA RAZA
23768895000104,30757.369999999995,REDE TALON SUPERMERCADOS EIRELI.,RJ,RIO DAS OSTRAS,NOVA ESPERANCA
21355757000178,31010.100000000013,P N L ALIMENTOS LTDA.,RJ,SAO PEDRO DA ALDEIA,PORTO DA ALDEIA
26298958000102,31227.619999999984,M P LAGOS ATACADO E DISTRIBUIDOR DE ALIMENTOS LTDA,RJ,ARARUAMA,PENHA
17461628000197,31335.769999999968,GA ABREU MERCEARIA.,RJ,CABO FRIO,JARDIM ESPERANCA
21585994000125,31493.02000000001,AR MINIMERCADO DAS CARNES - EIRELI,RJ,SAO GONCALO,AMENDOEIRA
11631749000315,31604.89999999999,ARTHUR DMELLO SUPERMERCADO LTDA,RJ,ARARUAMA,RIO DO LIMAO
7615641000108,32136.44000000002,FREIRES DE MELLO COMERCIO DE PRODUTOS ALIMEN LTDA,RJ,ARARUAMA,RIO DO LIMAO
26061062000105,32808.74,L G H EMPREENDIMENTOS COMERCIAIS EIRELI ME,RJ,CAMPOS DOS GOYTACAZES,PARQUE CORRIENTES
13537908000180,33402.11,MERCADO E PADARIA L M LOUZADA LTDA.,RJ,SAO PEDRO DA ALDEIA,PORTO DO CARRO
36426237000186,33420.90999999999,MINI MERCADO BOM SUCESSO DE TERESOPOLIS LTDA,RJ,TERESOPOLIS,BONSUCESSO
15471879000127,33891.37000000004,SUPERMERCADO BATISTA 2012 LTDA.,RJ,SAQUAREMA,CENTRO
11032546000140,34496.18000000004,M & F SUPERMERCADO E TRANSPORTE LTDA - ME,RJ,CABO FRIO,UNAMAR
12968606000285,35219.47000000004,DISTRIBUIDORA COMERCIAL SUMMER LTDA-,RJ,MARICA,ITAIPUACU
4904985000130,35273.44000000013,F C DE ALVARENGA PRODUTOS ALIMENTICIOS LTDA-ME,RJ,SAO FIDELIS,BARAO DE MACAUBAS
12769662000290,35533.110000000044,DISTRIBUIDORA E COM DE FRIOS CABO FRIO TROPICAL LTDA,RJ,SAO PEDRO DA ALDEIA,SAO JOAO
10834199000298,35561.609999999964,HORTIFRUTI QUITANDINHA LTDA,RJ,CAMPOS DOS GOYTACAZES,CENTRO
17279185000118,35644.94999999999,GDA FERREIRA MINIMERCADO PONTA NEGRA,RJ,MARICA,PONTA NEGRA
7676699000153,35913.03,MERCEARIA ECONOMAIS LTDA.,RJ,CACHOEIRAS DE MACACU,PARQUE SANTA LUIZA
15322994000130,36180.96,I B DA SILVA COMERCIO DE ALIMENTOS EIRELI EPP,RJ,TANGUA,CENTRO
27849764000102,36487.69999999997,HORTIFRUTI CABO FRIO LTDA - EPP,RJ,CABO FRIO,JACARE
7577743000178,36531.310000000005,RANGEL E HENRIQUES COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,CAMPOS DOS GOYTACAZES,PQE CORRIENTES
21229586000130,36672.370000000024,VERO RIO COMERCIO ATACADISTA DE GENEROS ALIMENTICIOS EIRELI,RJ,RIO DE JANEIRO,PENHA CIRCULAR
27654565000149,38244.42999999999,MERCEARIA DIPLOMATA LTDA.,RJ,RIO BONITO,CENTRO
21071655000120,39786.73000000003,RC ALMEIDA COMERCIO DE ALIMENTOS - EIRELI,RJ,SAO GONCALO,LAGOINHA
18459162000239,41857.39999999995,LUAR SUPERMERCADO COMERCIO DE ALIMENTOS LTDA-ME,RJ,CABO FRIO,SAMBURA TAMOIOS
21127646000104,42633.40999999995,MERCADO SAO LUCAS DE PORTO DA ROCA EIRELI,RJ,SAQUAREMA,PORTO DA ROCA
12968606000366,43072.39999999999,DISTRIBUIDORA COMERCIAL SUMMER LTDA.,RJ,MARICA,ITAIPUACU
27833615002875,43796.569999999956,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA..,RJ,ARARUAMA,CENTRO
23329763000186,44443.359999999964,VIEIRA E VIEIRA SUPERMERCADO LTDA,RJ,MACAE,BARRA DE MACAE
27833615002956,44938.07999999994,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA--,RJ,SAQUAREMA,BACAXA
23844708000124,45085.940000000024,ALFA SUPERMERCADO - EIRELI,RJ,MACAE,SOL E MAR
73915597000178,46103.55999999996,PUBLIX GENEROS ALIMENTICIOS LTDA.,RJ,SAO GONCALO,PARAISO
20259672000123,49081.84999999984,ROBLEO COMERCIO DE PRODUTOS E GENEROS ALIMENTICIOS LTDA-EPP.,RJ,ARARUAMA,CENTRO
11761060000224,49171.00000000015,FIDELIS DISTRIBUIDORA DE PRODUTOS ALIMENT LTDA.,RJ,IGUABA GRANDE,ARRASTAO
27833615000155,49500.0,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,RIO DE JANEIRO,PENHA CIRCULAR
9097655000102,50617.75000000001,DUSCH COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - ME,RJ,CABO FRIO,UNAMAR
17682396000105,52000.0,FS CAVALARI DE SOUZA MAQUINAS AUT.,SP,SAO PAULO,VILA MARIANA
13126932000127,52350.32999999998,MANAUS 1183 MERCEARIA LTDA,RJ,SAO GONCALO,COLUBANDE
8472686000206,53093.31999999994,CAMPOS PAVANI DE MACAE COMERCIO DE ALIMENTOS LTDA,RJ,MACAE,AJUDA DE BAIXO
19897866000175,55664.13000000005,FRUTAS COMERCIO ATACADISTA E VAREJO EIRELI - ME,RJ,CABO FRIO,JARDIM FLAMBOYANT
39233184000175,56271.230000000265,R A GENRO MERCEARIA EPP,RJ,RIO DAS OSTRAS,LIBERDADE
1446960000142,56305.32000000002,POINT 34 BAZAR E ALIMENTOS LTDA,RJ,MARICA,JARDIM ATLANTICO
27833615003251,58197.53999999991,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,ARMACAO DOS BUZIOS,MANGUINHOS
11714688000198,58627.26999999996,V V MENEZES MERCADO LTDA,RJ,CABO FRIO,SAO CRISTOVAO
72392434000195,58681.62999999993,AVENIDA SERRAMAR LTDA EPP,RJ,MACAE,CORREGO DO OURO
18869111000102,59168.38999999995,SUPERMERCADO TALON PEDROSA LTDA.,RJ,MACAE,SAO JOSE DO BARRETO
1190829000167,59986.73999999998,SUPERMERCADO CALIL DE CONCEICAO DE MACABU LTDA.,RJ,CONCEICAO DE MACABU,PARAISO
14304366000169,62640.61999999991,MERCADO E PADARIA J J PONTES LTDA EPP,RJ,CABO FRIO,PARQUE BURLE
27833615003170,63357.56999999992,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,ARRAIAL DO CABO,PRAIA DOS ANJOS
13404646000186,69852.09000000013,E P FILHO COM E DISTRIBUICAO DE CARNES E PRODUTOS ALIM LTDA,RJ,CABO FRIO,SAO CRISTOVAO
1015564000160,70625.01999999997,NISSI COMERCIO E REPRESENTACOES LTDA - ME,RJ,RIO DE JANEIRO,PENHA CIRCULAR
11670482000103,71068.01999999999,G B LUZ MERCADO LTDA,RJ,RIO DAS OSTRAS,RES PRAIA ANCORA
22546657000191,71739.76999999989,MERCEARIA 6 ESTRELAS LTDA.,RJ,SAO GONCALO,JARDIM CATARINA
27833615002522,72443.4000000001,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,CABO FRIO,JARDIM OLINDA
27833615001208,75010.42000000003,PRINCESA AUTO SERV DE COMESTIVEIS LTDA,RJ,ARMACAO DOS BUZIOS,MANGUINHOS
13126932000208,75303.37999999993,MANAUS 1183 MERCEARIA LTDA EPP FILIAL,RJ,ITABORAI,MANILHA
7258484000112,77896.61999999985,COMERCIO DE CEREAIS IZANITA LIMITADA.,RJ,SAQUAREMA,BACAXA
32336794000317,78390.07999999991,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA,RJ,ITAPERUNA,PRES COSTA E SILVA
31503576000103,80519.23999999992,B PEREIRA SILVA E SANTOS COM DE PROD ALIM LTDA,RJ,SAO FIDELIS,CENTRO
13051981000148,86388.25999999995,SUPERMERCADO BARCELOS LTDA,RJ,CABO FRIO,AQUARIUS
40169278000101,88947.81999999967,MINIMERCADO DOIS IRMAOS COSTA AZUL LTDA ME,RJ,RIO DAS OSTRAS,COSTA AZUL
27833615002107,89666.23999999999,PRINCESA AUTO SERV DE COMESTIVEIS LTDA,RJ,ARRAIAL DO CABO,CENTRO
27833615002603,89755.28999999975,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,CABO FRIO,CENTRO
27833615003090,90052.89999999988,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,IGUABA GRANDE,CENTRO
12027650000100,96138.4299999998,NOVA OPCAO DE MAUA CEREAIS LTDA.,RJ,MAGE,MAUA
8109307000137,96679.63999999966,SANFRA COMERCIO E DISTRIBUIDORA LTDA,RJ,CASIMIRO DE ABREU,CENTRO
9642314000162,98283.23999999935,TOP GREEN FRUIT HORTIFRUITGRANJEIROS LTDA,RJ,ARARUAMA,CENTRO
5054332000172,98474.1299999999,NOVA ESPERANCA DE ARARUAMA LTDA EPP,RJ,ARARUAMA,MATARUNA
23352716000153,101199.72999999982,NL FONTES DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,RJ,IGUABA GRANDE,CIDADE NOVA
27833615002018,104621.59000000001,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,CASIMIRO DE ABREU,CENTRO
73915597000259,112072.83999999984,PUBLIX GENEROS ALIMENTICIOS.,RJ,SAO GONCALO,TRINDADE
27833615001399,112466.81999999989,PRINCESA AUTO SERV DE COMESTIVEIS LTDA,RJ,ARRAIAL DO CABO,CENTRO
11761060000143,113164.14999999989,FIDELIS DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,RJ,ARARUAMA,IGUABINHA
5256321000175,114072.08999999975,JONAI COMERCIAL LTDA.,RJ,ARARUAMA,SAO VICENTE DE PAULA
5252826000161,118690.21000000004,TEIXEIRAO COMERCIAL LTDA.,RJ,ITAPERUNA,NITEROI
12968606000102,120101.75999999922,DISTRIBUIDORA COMERCIAL SUMMER LTDA,RJ,MARICA,ITAIPUACU
7652822000104,120359.90999999996,R L DE SOUZA ALIMENTOS -ME,RJ,MACAE,LAGOMAR
35824374000106,125304.90000000005,SCHUINDT E MACHADO LTDA,RJ,MACAE,AROEIRA
11631749000153,125417.3700000001,ARTHUR D MELLO SUPERMERCADO LTDA.,RJ,IGUABA GRANDE,CENTRO
22536813000133,128012.6999999996,SUPERMERCADO ECONOMICO JJ - EIRELI,RJ,SAO GONCALO,JARDIM CATARINA
12427914000112,129072.48999999986,MAVA DISTRIBUIDORA DE FRIOS LTDA,RJ,ANGRA DOS REIS,PARQUE DAS PALMEIRAS
27833615001712,133271.82,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA ,RJ,RIO DAS OSTRAS,CENTRO
18749311000113,134644.10999999946,V E J MINIMERCADO PORTO DA ROCA LTDA ME,RJ,SAQUAREMA,BACAXA
27833615001801,137814.01999999996,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,CABO FRIO,CENTRO
9653290000147,153882.3299999999,SUPERMERCADO SAO JUDAS TADEU LTDA,RJ,SAQUAREMA,BACAXA
5565335000170,153918.47999999937,SALVADOR DOIS IRMAOS MERCEARIA LTDA,RJ,RIO DAS OSTRAS,JARDIM MARILEA
27833615001984,160547.13999999998,PRINCESA AUTO SERV DE COMESTIVEIS LTDA.,RJ,ARMACAO DOS BUZIOS,MANGUINHOS
39508023000228,179723.7899999996,TERE FRUTAS COMERCIO DE ALIMENTOS E PANIFICACAO LTDA,RJ,SAO PEDRO DA ALDEIA,CENTRO
17339293000139,216302.25999999858,ATRIOS ALIMENTOS LTDA EPP,RJ,SAQUAREMA,BONSUCESSO
19068286000175,287622.9700000014,Z J N SUPERMERCADO LTDA,RJ,ARARUAMA,PARATY
29840154000173,300708.0099999985,LATICINIO BOA ESPERANCA DE ARARUAMA,RJ,ARARUAMA,CENTRO
12434859000198,362693.83999999973,DISTRIBUIDORA DE ALIMENTOS QUEIROZ LTDA,RJ,CABO FRIO,CENTRO
15116388000168,367559.07999999996,DIST COLOSSAL COM IMP E EXP ALIM LTDA,RJ,RIO DE JANEIRO,BARRA DA TIJUCA
12360891000176,474946.97000000003,COLOSSAL SAO PAULO COM IMP EXP ALIM LTDA,SP,SAO PAULO,IPIRANGA
